ID,Text,Sub-task A,Sub-task B,monolingual,tokenized
C45.75,"ভাই তুই তো বেশ্যার চাইতেও খারাপ মনে হচ্ছে। ছাগলচোদা পোলাপান। আর কিছু পাসনা
ইউটিউবে ছাড়ার জন্য??? 😠😠😠",OAG,GEN,ভাই তুই তো বেশ্যার চাইতেও খারাপ মনে হচ্ছে। ছাগলচোদা পোলাপান। কিছু পাসনা ইউটিউবে ছাড়ার জন্য??? 😠😠😠,"['ভাই', 'তুই', 'তো', 'বেশ্যার', 'চাইতেও', 'খারাপ', 'মনে', 'হচ্ছে।', 'ছাগলচোদা', 'পোলাপান।', 'কিছু', 'পাসনা', 'ইউটিউবে', 'ছাড়ার', 'জন্য???', '😠😠😠']"
C45.590,😀😃😀😃😀😃😀,NAG,NGEN,😀😃😀😃😀😃😀,['😀😃😀😃😀😃😀']
C59.2076,Tor maa bokacho,OAG,GEN,তোর maa bokacho,"['তোর', 'maa', 'bokacho']"
C45.546,Sobi toh buri ektao toh kochi dekhlam na,NAG,GEN,sobi toh বুড়ি ektao যাইহোক kochi দেখলাম,"['sobi', 'toh', 'বুড়ি', 'ektao', 'যাইহোক', 'kochi', 'দেখলাম']"
C59.2342,Kukur er moto dakhte,CAG,NGEN,kukur er মতো dakhte,"['kukur', 'er', 'মতো', 'dakhte']"
C68.538,Shial gayer rang bodlate pare kintu sovav bodlate pare na.,CAG,NGEN,shial gayer দিন বদলাতে pare কিন্তু sovav বদলাতে pare,"['shial', 'gayer', 'দিন', 'বদলাতে', 'pare', 'কিন্তু', 'sovav', 'বদলাতে', 'pare']"
C62.348,"Age keu amake bolo j ei dhapsa chuda khanki taake nayikar chance k
diyechilo???",OAG,GEN,আগে keu আমাকে bolo j ei ধাপসা chuda khanki তাকে nayikar chance k দিয়েছিলো???,"['আগে', 'keu', 'আমাকে', 'bolo', 'j', 'ei', 'ধাপসা', 'chuda', 'khanki', 'তাকে', 'nayikar', 'chance', 'k', 'দিয়েছিলো???']"
C59.484,Vai or muk dakla na amar lati ta voi pai,CAG,NGEN,vai বা muk ডাকলা na amar lati টা voi বাবা,"['vai', 'বা', 'muk', 'ডাকলা', 'na', 'amar', 'lati', 'টা', 'voi', 'বাবা']"
C59.882,কি দিয়েছ দাদা...🙏🙏🙏,NAG,NGEN,কি দিয়েছ দাদা...🙏🙏🙏,"['কি', 'দিয়েছ', 'দাদা...🙏🙏🙏']"
C45.25,Address ta kothai.?,NAG,NGEN,address টা কোথায়.?,"['address', 'টা', 'কোথায়.?']"
C68.1021,Maar saali ke juto sangeet ekta sadhana jetar jogya tui nos,OAG,NGEN,maar saali জুতো সঙ্গীত ekta sadhana jetar যোগ্য পশ্চাদপসরণ nos,"['maar', 'saali', 'জুতো', 'সঙ্গীত', 'ekta', 'sadhana', 'jetar', 'যোগ্য', 'পশ্চাদপসরণ', 'nos']"
C59.2080,Ranu Mandal Jo platform chilo ok oy platform mein party dao,CAG,NGEN,mandal ইতিমধ্যে প্ল্যাটফর্ম ছিল ok লিমিটেড platform আমার party প্রতি,"['mandal', 'ইতিমধ্যে', 'প্ল্যাটফর্ম', 'ছিল', 'ok', 'লিমিটেড', 'platform', 'আমার', 'party', 'প্রতি']"
C44.46,Oho sotti arom o hoi o,NAG,NGEN,oho সত্যি সুগন্ধ দ্য hoi দ্য,"['oho', 'সত্যি', 'সুগন্ধ', 'দ্য', 'hoi', 'দ্য']"
C59.2007,দারুন ভাই দারুন,NAG,NGEN,দারুন ভাই দারুন,"['দারুন', 'ভাই', 'দারুন']"
C68.711,রানু কে আমার মনে চায় ওকে আবার সেই জায়গায় পৌছে দিয়ে আসি,CAG,NGEN,কে আমার মনে চায় ওকে আবার সেই জায়গায় পৌছে দিয়ে আসি,"['কে', 'আমার', 'মনে', 'চায়', 'ওকে', 'আবার', 'সেই', 'জায়গায়', 'পৌছে', 'দিয়ে', 'আসি']"
C55.87,Sonagachi te giye chude chude sona goriye por...khanki maagi....,OAG,GEN,সোনাগাছি প্রতি গিয়ে chude চুদে সোনা গরুটি পর...খানকি আকরিক ....,"['সোনাগাছি', 'প্রতি', 'গিয়ে', 'chude', 'চুদে', 'সোনা', 'গরুটি', 'পর...খানকি', 'আকরিক', '....']"
C59.45,"ওই একটা রবি মেয়ে ওকে জুতা মারো বেশি অহংকার করা ভালো না মানুষকে ওকে কুকুরের
সাথে বেঁধে দাও",OAG,NGEN,ওই একটা রবি মেয়ে ওকে জুতা মারো বেশি অহংকার করা ভালো মানুষকে ওকে কুকুরের সাথে বেঁধে দাও,"['ওই', 'একটা', 'রবি', 'মেয়ে', 'ওকে', 'জুতা', 'মারো', 'বেশি', 'অহংকার', 'করা', 'ভালো', 'মানুষকে', 'ওকে', 'কুকুরের', 'সাথে', 'বেঁধে', 'দাও']"
C68.239,Tor re baba uske khobri Tor....,CAG,NGEN,tor পুনরায় বাবা তার হবরি tor....,"['tor', 'পুনরায়', 'বাবা', 'তার', 'হবরি', 'tor....']"
C62.114,যে ময়দানে আট বছর যুদ্ধ হয়েছে সে ময়দানে কি আরো কেউ কি আসবে যুদ্ধ করার জন্য,CAG,NGEN,যে ময়দানে আট বছর যুদ্ধ হয়েছে সে ময়দানে কি আরো কেউ কি আসবে যুদ্ধ করার জন্য,"['যে', 'ময়দানে', 'আট', 'বছর', 'যুদ্ধ', 'হয়েছে', 'সে', 'ময়দানে', 'কি', 'আরো', 'কেউ', 'কি', 'আসবে', 'যুদ্ধ', 'করার', 'জন্য']"
C44.351.2,@Suren Ghosh thik bolrcrn bhai,NAG,NGEN,@ সুরেন ঘোষ ঠিক bolrcrn ভাই,"['@', 'সুরেন', 'ঘোষ', 'ঠিক', 'bolrcrn', 'ভাই']"
C59.10,ওর গান শুনলে আমার পাইখানার কথা মনে পড়ে যায়,NAG,NGEN,ওর গান শুনলে আমার পাইখানার কথা মনে পড়ে যায়,"['ওর', 'গান', 'শুনলে', 'আমার', 'পাইখানার', 'কথা', 'মনে', 'পড়ে', 'যায়']"
C45.698.1,Akdom,NAG,NGEN,পরিসংখ্যান,['পরিসংখ্যান']
C45.290,"440 ,@ banchod harami",OAG,GEN,"৪৪০ ,@ banchod হারামি","['৪৪০', ',@', 'banchod', 'হারামি']"
C59.1047,Akdom tik bolaso dada,NAG,NGEN,পরিসংখ্যান কেবল বোলাসো বুক,"['পরিসংখ্যান', 'কেবল', 'বোলাসো', 'বুক']"
C45.17,"Mehebub Alom Mazumder
9706396738
Silchàr cachar Assam",NAG,NGEN,মেহেবুব আলম মাজুমদার ৯৭০৬৩৯৬৭৩৮ সিলচোর কাছার আসাম,"['মেহেবুব', 'আলম', 'মাজুমদার', '৯৭০৬৩৯৬৭৩৮', 'সিলচোর', 'কাছার', 'আসাম']"
C59.1303,Akdom thik bro,NAG,NGEN,পরিসংখ্যান ঠিক ভাই,"['পরিসংখ্যান', 'ঠিক', 'ভাই']"
C59.1532,😂😂😂😂😂😂😂😂😂😂😂,NAG,NGEN,😂😂😂😂😂😂😂😂😂😂😂,['😂😂😂😂😂😂😂😂😂😂😂']
C59.2352,Ako cherle na ta besh korecho,CAG,NGEN,কিভাবে চেরেল টা বেশ করেছো,"['কিভাবে', 'চেরেল', 'টা', 'বেশ', 'করেছো']"
C65.36,XXxX mal,CAG,GEN,এক্সএক্সএক্সএক্সএক্স বার,"['এক্সএক্সএক্সএক্সএক্স', 'বার']"
C68.415,"Ranu di k ar platform rakha ja ba na o k dustbin a fala daw na hola gutar dam
bara jaba",CAG,NGEN,প্রতি প্ল্যাটফর্ম রাখা এবং বা দ্য প্রতি dustbin ক কথা বলে daw হ্যালো গুতর দাম কেবল যাবে,"['প্রতি', 'প্ল্যাটফর্ম', 'রাখা', 'এবং', 'বা', 'দ্য', 'প্রতি', 'dustbin', 'ক', 'কথা', 'বলে', 'daw', 'হ্যালো', 'গুতর', 'দাম', 'কেবল', 'যাবে']"
C45.689,রেট তো কম আছে কিন্তুক আন্টির করে কি মজা পাবে তুমি।,NAG,GEN,রেট তো কম আছে কিন্তুক আন্টির কি মজা পাবে তুমি।,"['রেট', 'তো', 'কম', 'আছে', 'কিন্তুক', 'আন্টির', 'কি', 'মজা', 'পাবে', 'তুমি।']"
C59.714,Unake bebohar shikhao,CAG,NGEN,উনাকে bebohar শিখা,"['উনাকে', 'bebohar', 'শিখা']"
C45.221,বাহ বাহ বাহ বাহ ভালোতো,NAG,NGEN,বাহ বাহ বাহ বাহ ভালোতো,"['বাহ', 'বাহ', 'বাহ', 'বাহ', 'ভালোতো']"
C59.666,Khub valo bole6o dada,NAG,NGEN,খুব ভালো bole6o বুক,"['খুব', 'ভালো', 'bole6o', 'বুক']"
C58.116,"Shali BC
Marka",OAG,GEN,শালী বিসি ব্র্যান্ড,"['শালী', 'বিসি', 'ব্র্যান্ড']"
C61.259,Ha ha bokachodi vakarri,OAG,GEN,তার আছে তার আছে বোকাচোদি গতকাল,"['তার', 'আছে', 'তার', 'আছে', 'বোকাচোদি', 'গতকাল']"
C45.660,Dada namabr ta pilz.,NAG,NGEN,বুক নাম্বার টা মাশরুম,"['বুক', 'নাম্বার', 'টা', 'মাশরুম']"
C59.2276,"একদম ঠিক দাদাভাই!
অনেক অনেক ধন্যবাদ দাদা।
এটার খুব দরকার ছিল।",NAG,NGEN,একদম ঠিক দাদাভাই! অনেক অনেক ধন্যবাদ দাদা। এটার খুব দরকার ছিল।,"['একদম', 'ঠিক', 'দাদাভাই!', 'অনেক', 'অনেক', 'ধন্যবাদ', 'দাদা।', 'এটার', 'খুব', 'দরকার', 'ছিল।']"
C68.532,O ki diyeche,NAG,NGEN,দ্য দিয়েছে,"['দ্য', 'দিয়েছে']"
C45.434,kothai ata,NAG,NGEN,কোথায় তারা,"['কোথায়', 'তারা']"
C59.1430.1,সুমি আক্তার,NAG,NGEN,সুমি আক্তার,"['সুমি', 'আক্তার']"
C59.2343,খুব খুব খুব খ..........ব ভালো বলেছ পুরো আমার মনের কথা thank you,NAG,NGEN,খুব খুব খুব খ..........ব ভালো বলেছ পুরো আমার মনের কথা ধন্যবাদ আপনি,"['খুব', 'খুব', 'খুব', 'খ..........ব', 'ভালো', 'বলেছ', 'পুরো', 'আমার', 'মনের', 'কথা', 'ধন্যবাদ', 'আপনি']"
C61.302,Eta ekta khanki,OAG,GEN,এবং একটা খানকি,"['এবং', 'একটা', 'খানকি']"
C45.69.1,তুমার গুদের পাসওয়ার্ড দিবে আমায়?😆,OAG,GEN,তোমার গুদের পাসওয়ার্ড দিবে আমায়?😆,"['তোমার', 'গুদের', 'পাসওয়ার্ড', 'দিবে', 'আমায়?😆']"
C68.621,"Raja jodi vikhari hoye jai to Rajar chal jai na vikhari jodi raja hoye jai
vikharir chal jai na",CAG,NGEN,রাজা যদি ভিখারি হয়ে যাই প্রতি রাজার চাল যাই ভিখারি jodi রাজা হয়ে যাই বিশেষজ্ঞ চাল যাই,"['রাজা', 'যদি', 'ভিখারি', 'হয়ে', 'যাই', 'প্রতি', 'রাজার', 'চাল', 'যাই', 'ভিখারি', 'jodi', 'রাজা', 'হয়ে', 'যাই', 'বিশেষজ্ঞ', 'চাল', 'যাই']"
C61.1998,বাল বেডি তুই একটা।।তোকে আগের অবস্থাই নিয়ে যাওয়া হোক,CAG,GEN,বাল বেডি তুই একটা।।তোকে আগের অবস্থাই নিয়ে যাওয়া হোক,"['বাল', 'বেডি', 'তুই', 'একটা।।তোকে', 'আগের', 'অবস্থাই', 'নিয়ে', 'যাওয়া', 'হোক']"
C68.535,Amar maa bolsen 2 paualar shohay korbena,CAG,NGEN,আমার জমি bolsen ২ ম্যাচ shohay কোরবেনা,"['আমার', 'জমি', 'bolsen', '২', 'ম্যাচ', 'shohay', 'কোরবেনা']"
C47.69.1,ভুল ভাবছেন সব মেয়েরা এক নয়,NAG,GEN,ভুল ভাবছেন সব মেয়েরা এক নয়,"['ভুল', 'ভাবছেন', 'সব', 'মেয়েরা', 'এক', 'নয়']"
C59.2224,Amr sm problem,NAG,NGEN,আমর সেমি সমস্যা,"['আমর', 'সেমি', 'সমস্যা']"
C68.635,আমার একদমই ওওর গলা পছন্দ noy,CAG,NGEN,আমার একদমই ওওর গলা পছন্দ,"['আমার', 'একদমই', 'ওওর', 'গলা', 'পছন্দ']"
