monolingual,Sub-task B
arjun reddy shing based earning hit negative minded giving fake negative reviewsask tere naam salman khan kind story line,1
she thrown indiacrap crazy idiotic lady,1
bro moviesee only like because acting shahid was very good atleast harm atleast struggle disastrous break all girls brainless creatures main story start loving fuck boi respect ditch herthey openly shitty mouth boys person genuinely krta intrest marta -20 nibbis nibbas madstay away relation ship years coz rarely girls madstay away possibledont follow blindlylet coz wantthey fucking idiots,0
few persons artist writters economisthow are future decider opinion country fate designer newtons sir einsteins urban naxaulites misleading personal money wealth put gutter,1
having sex married correct,1
issue audiences europe celebrity worship actor played nazi schindler list unlike audience hero worship ranvir khilji terrorist drug addict ranbir sanju now vile misogynist rapist druggged alcoholic until major audience culture treat women equally these characters abused reviews,1
issue women,1
womanizer destroyed inside angry when fiance sex boy feminists problem,0
nan,0
apu,1
feministi hate pakistan based terrorists separatistsbut superstitious rituals karwa chauth mangal sutrai singhi support armyi hate male narrow mindednessall feminists male rapist,1
such suppressive ignorant get definition feminism ignorance curse humanity read improve ideology,1
nupur point bloody irritating shut listen speak,1
fuck feminist captain america avengers assemble,1
bluckbuster 265 tight slapped fake fimnist liberals specially fat guy hahahaha,1
mind idiot showing negative side feminism,1
most bengalistodays beiman ranumondal label origilnaly status begervikhari,1
"once againoff markits feminist libtard viewpointgrow call spade spade what makers doas films glorify violence sex crime they shock awe lead actor performing obscene irresponsible actions enjoy ride impact juevenile mind adversely innumerable rapes acid attacks happen women ""committed"" loversno",1
gay,0
promoted abuse stop speaking shit,1
most feminists multiple marriages exhibits cleavages short dresses vulgar dialogues truth hippocratic,0
what fuck watch watching review guy different idea liberal guy hindu guy represent hindu,1
tightly slapped liberals feminists face,1
"rishita pandey real face bi#""#chhttpwwwyoutubecomresultssearch_query=%23chsorry word deserve funda clear different point view start abusing chu""#""""yas",0
raveesh stop feminist bitch,0
idiot meaning feminism first t-shirt wearingthis moron talks feminismchutia,1
leave wife,1
these stupid faminists watch stupid american faminists youtube imitate,1
these days indians give fuck idiots there sole agenda make creative biased stories liberals feminists jump roof cares his dark phase villan how overcomes behave,1
**shut feminist bitch**,0
head ache post simply hated completely disagreed indigestible plot dislike i'm shocked songs,1
jhand perfect word,1
true dekhke mark ladki slapping bina consent kissing when mad males problem showing problem glorifying giving reviews,1
success pissed bitches,1
cheep women,1
feminist but hate aur gadhe opposing approach guy claim bully slap complain actress sluty things approve woman support pink where women drinks drugs willingly men hotel but means support video it's class attempt save class review body front fucking class beat hell defending literally running woman beat that medication how hell working hospital why suspended medical college uske father place karsakta,1
limits time pratik talk feminism liberalism idea surprised comments supporting views number followers below points feminists person gender bit common sense hurt- when lead actress asked loves according culture women supposed asked impose forcing intercourse knife crime country question feminism scene kind information liberals mentioned for pretty consider nathuram godse hero killing father nation mahatma gandhi case considered liberal nathuram godse spreading insanity naive person just read expand logical boundaries,1
slay gay,0
rx-100tamil movieu watchthat slap feminism,1
fokkit,1
head ache post simply hated completely disagreed indigestible plot dislike i'm shocked songs,1
please close chapter disgusting lady,1
haha rant beginning juvenile stupid rest video worth sane person's mind islie watching aage,1
ranu mondal foot🤮🤮🤮,1
liberals real gandus,0
immediate arrest gave prize ridiculous,1
youre bitch,0
immediate arrest gave prize ridiculous,1
her father kung kutta,0
feminist cancer,1
fuck boy chodu boy.,0
fuck,1
positive fact answer all arguments research back answers personal attacks accusations insults flee situation point fact have lost argument,1
her father kung kutta,0
feministi hate pakistan based terrorists separatistsbut superstitious rituals karwa chauth mangal sutrai singhi support armyi hate male narrow mindednessall feminists male rapist,1
liberals real gandus,0
all urban naxalites arundhati roy citizenship countries hindu brothers fir shake money sell what prostitute arundhati roy nation's economy science technology envirniment poornothing,0
arjun reddy grt point hypocrisy liberals called feministsactually confused result live lonely end day they understand relationship their feminism starts word ends word,1
arundhati roy doingshe prostitute,0
modern feminism dog shit,1
bul shit,1
feminism means equality discrimination learn study feminism,1
fucking lawsshameless country,1
exactly assholic memers posted piles shit memes social media absolutely rubbish nonsensical call directors stop making asap shitty bollywood shittier,1
bro moviesee only like because acting shahid was very good atleast harm atleast struggle disastrous break all girls brainless creatures main story start loving fuck boi respect ditch herthey openly shitty mouth boys person genuinely krta intrest marta -20 nibbis nibbas madstay away relation ship years coz rarely girls madstay away possibledont follow blindlylet coz wantthey fucking idiots,0
pratik comment youtube videos but watching videos long time kuddos making videos those call feminist feminist i'm meaning feminism one sonam kapoor feminist portray show concept feminism fact ruining feminism working equality genders,1
fuck don't day dare spread homophobia human race abt increasing progeny compassion essence humanity intolerant section bcoz sexuality hell,0
arundhati roy doingshe prostitute,0
minutes video dedicated hate comments sick mentality still stuck medieval timesget education,1
any bastards can enumerate themselves arundhati roy's husband,0
right dambooo,1
fuck boy chodu boy.,0
call feministi believe equalityour concept masculinity feminism flaweddrink karnese abusive words karne seekoi feminist banta similarlyyehi karne mard bantaa dominating equally dangerous dominating woman status men society greater danger women shy sekam bolne sweet semarne bajaye mar khane secooking pink color pasand phir namard banta u're violentif scare peopleif addictionsif concepts societythen human irrespective men women it's high time rise male female human beings all opinions based all iskabir great story told great waybut idolised real flawed manlook flawed find hero follow pathand point,1
