ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C10.756,"Thats what she(arundhati) thinks about her followers that they are kuttas who
follow her with sticking there toung outside there mouth.. Unfortunately her
followers do it proudly..",CAG,NGEN,thats shearundhati thinks followers kuttas follow sticking toung mouth unfortunately followers proudly,"['thats', 'shearundhati', 'thinks', 'followers', 'kuttas', 'follow', 'sticking', 'toung', 'mouth', 'unfortunately', 'followers', 'proudly']","['thats', 'she arundhati', 'thinks', 'followers', 'kuttas', 'follow', 'sticking', 'toung', 'mouth', 'unfortunately', 'followers', 'proudly']",thats she arundhati thinks followers kuttas follow sticking toung mouth unfortunately followers proudly
C64.12,Nice yar i love you I kis you I kis you I kis you I kis you I kis miya khalifa,NAG,NGEN,nice yar love miya khalifa,"['nice', 'yar', 'love', 'miya', 'khalifa']","['nice', 'yar', 'love', 'miya', 'khalifa']",nice yar love miya khalifa
C7.1258,Support 👍👍👍,NAG,NGEN,support,['support'],['support'],support
C62.33,Thank you di...,NAG,NGEN,thank,['thank'],['thank'],thank
C7.1897,"Mujhe aaj pata Chala itni faltugiri karte hai liberals feminists.... And ye 4
more shots itni bakwas hai!  
Like seriously?  
As a girl kitna bura laga mujhe ye sunke , how the can show such things , like
all protagonists are girls , but this is not at all what we will like if
happens , it's so cringy , it's simply so wrong..... How can they take such
things so casually, I wonder who watches that!",CAG,NGEN,mujhe chala faltugiri liberals feminists and shots bakwas like girl bura laga sunke show things protagonists girls cringy simply wrong how things casually wonder watches,"['mujhe', 'chala', 'faltugiri', 'liberals', 'feminists', 'and', 'shots', 'bakwas', 'like', 'girl', 'bura', 'laga', 'sunke', 'show', 'things', 'protagonists', 'girls', 'cringy', 'simply', 'wrong', 'how', 'things', 'casually', 'wonder', 'watches']","['mujhe', 'chala', 'faltugiri', 'liberals', 'feminists', 'and', 'shots', 'bakwas', 'like', 'girl', 'bura', 'laga', 'sunke', 'show', 'things', 'protagonists', 'girls', 'cringy', 'simply', 'wrong', 'how', 'things', 'casually', 'wonder', 'watches']",mujhe chala faltugiri liberals feminists and shots bakwas like girl bura laga sunke show things protagonists girls cringy simply wrong how things casually wonder watches
C33.111,very very very nice 💗💗💗💗👭👭👭🌹,NAG,NGEN,nice,['nice'],['nice'],nice
C10.695,Why are we not putting her in jail now.,NAG,NGEN,why putting jail,"['why', 'putting', 'jail']","['why', 'putting', 'jail']",why putting jail
C32.69,"OMG..Gay people not cruel as this movie. Gay people full of love.  
Gay people never hate women. They just have no interest to have a sex with
women..not hate or murder.",NAG,NGEN,omggay cruel movie gay full love gay hate women they interest sex womennot hate murder,"['omggay', 'cruel', 'movie', 'gay', 'full', 'love', 'gay', 'hate', 'women', 'they', 'interest', 'sex', 'womennot', 'hate', 'murder']","['omggay', 'cruel', 'movie', 'gay', 'full', 'love', 'gay', 'hate', 'women', 'they', 'interest', 'sex', 'womennot', 'hate', 'murder']",omggay cruel movie gay full love gay hate women they interest sex womennot hate murder
C59.440,Mind blowing yar,NAG,NGEN,mind blowing yar,"['mind', 'blowing', 'yar']","['mind', 'blowing', 'yar']",mind blowing yar
C4.1068,Make a vedio about tik tok chutiyapa... Like if u agree.. Plez brdr🙏,NAG,NGEN,make vedio tik tok chutiyapa like agree plez brdr,"['make', 'vedio', 'tik', 'tok', 'chutiyapa', 'like', 'agree', 'plez', 'brdr']","['make', 'vedio', 'tik', 'tok', 'chutiyapa', 'like', 'agree', 'plez', 'brdr']",make vedio tik tok chutiyapa like agree plez brdr
C4.300,"Movie dekhne chatiho ya real life life
Its just an entertainment
Nothing else
I guess its problem for those who Don't take it as e character",CAG,NGEN,movie dekhne chatiho real life life its entertainment nothing guess problem don't character,"['movie', 'dekhne', 'chatiho', 'real', 'life', 'life', 'its', 'entertainment', 'nothing', 'guess', 'problem', ""don't"", 'character']","['movie', 'dekhne', 'chatiho', 'real', 'life', 'life', 'its', 'entertainment', 'nothing', 'guess', 'problem', ""don't"", 'character']",movie dekhne chatiho real life life its entertainment nothing guess problem don't character
C33.127,i am Lesbian,NAG,NGEN,lesbian,['lesbian'],['lesbian'],lesbian
C32.68,"Such a bad video... it’s a shame. No one will do that. People who are ignorant
will get mislead.",CAG,NGEN,such video it’s shame people ignorant mislead,"['such', 'video', 'it’s', 'shame', 'people', 'ignorant', 'mislead']","['such', 'video', 'it’s', 'shame', 'people', 'ignorant', 'mislead']",such video it’s shame people ignorant mislead
C10.89,"She should be arrested man as simple as that. If I have the power I will throw
her out of my country. People like this are virus to any nation. They will not
let the nation strong and united. They are the type leaders live with the moto
""DIVIDE AND RULE""",OAG,NGEN,"she arrested man simple power throw country people virus nation they nation strong united they type leaders live moto ""divide and rule""","['she', 'arrested', 'man', 'simple', 'power', 'throw', 'country', 'people', 'virus', 'nation', 'they', 'nation', 'strong', 'united', 'they', 'type', 'leaders', 'live', 'moto', '""divide', 'and', 'rule""']","['she', 'arrested', 'man', 'simple', 'power', 'throw', 'country', 'people', 'virus', 'nation', 'they', 'nation', 'strong', 'united', 'they', 'type', 'leaders', 'live', 'moto', '""divide', 'and', 'rule""']","she arrested man simple power throw country people virus nation they nation strong united they type leaders live moto ""divide and rule"""
C33.356,I am lesbian.... N m proud on my self becoz my family loves me so much,NAG,NGEN,lesbian proud becoz family loves,"['lesbian', 'proud', 'becoz', 'family', 'loves']","['lesbian', 'proud', 'becoz', 'family', 'loves']",lesbian proud becoz family loves
C33.610.2,"@hejr hdhr becoming lesbian isn't their choice...it's orientation...so you
can't blame anyone...XD...",NAG,NGEN,hejr hdhr lesbian choiceit's orientationso blame anyonexd,"['hejr', 'hdhr', 'lesbian', ""choiceit's"", 'orientationso', 'blame', 'anyonexd']","['hejr', 'hdhr', 'lesbian', ""choiceit's"", 'orientationso', 'blame', 'anyonexd']",hejr hdhr lesbian choiceit's orientationso blame anyonexd
C58.282,Nice video didi,NAG,NGEN,nice video didi,"['nice', 'video', 'didi']","['nice', 'video', 'didi']",nice video didi
C10.408,"THIS BJP GOVT. SEEMS LAME WHEN IT COMES TO TAKING ACTION AGAINST LEFTIST
LIBTARDS LIKE A.ROY, ITS TIME TO TAKE STRONG ACTION AGAINST DESHDROHI LIKE HER",OAG,NGEN,this bjp govt seems lame when comes taking action against leftist libtards like aroy its time take strong action against deshdrohi like her,"['this', 'bjp', 'govt', 'seems', 'lame', 'when', 'comes', 'taking', 'action', 'against', 'leftist', 'libtards', 'like', 'aroy', 'its', 'time', 'take', 'strong', 'action', 'against', 'deshdrohi', 'like', 'her']","['this', 'bjp', 'govt', 'seems', 'lame', 'when', 'comes', 'taking', 'action', 'against', 'leftist', 'libtards', 'like', 'aroy', 'its', 'time', 'take', 'strong', 'action', 'against', 'deshdrohi', 'like', 'her']",this bjp govt seems lame when comes taking action against leftist libtards like aroy its time take strong action against deshdrohi like her
C7.489,Superb observations,NAG,NGEN,superb observations,"['superb', 'observations']","['superb', 'observations']",superb observations
C10.130,"Arundhata Roy, uneducated brute. Kungufu kutta.",NAG,GEN,arundhata roy uneducated brute kungufu kutta,"['arundhata', 'roy', 'uneducated', 'brute', 'kungufu', 'kutta']","['arundhati', 'roy', 'uneducated', 'brute', 'kung fu', 'kutta']",arundhati roy uneducated brute kung fu kutta
C7.319,nice acting 😂😂😂😂😂😂😂😂😂😂😂😂😂,NAG,NGEN,nice acting,"['nice', 'acting']","['nice', 'acting']",nice acting
C33.512.1,Thankx 😊,NAG,NGEN,thankx,['thankx'],['thankx'],thankx
C10.493,She should be in jail for instigating the people. She is dangerous,NAG,NGEN,she jail instigating she dangerous,"['she', 'jail', 'instigating', 'she', 'dangerous']","['she', 'jail', 'instigating', 'she', 'dangerous']",she jail instigating she dangerous
C4.1893,"Abey chomu ayushman plays the same middle class guy in fucking every comedy
film set in small town, and that too same acting. Maybe you are ugly af that's
why you like ugly looking actors",NAG,NGEN,abey chomu ayushman plays middle class guy fucking comedy film set small town acting maybe ugly ugly actors,"['abey', 'chomu', 'ayushman', 'plays', 'middle', 'class', 'guy', 'fucking', 'comedy', 'film', 'set', 'small', 'town', 'acting', 'maybe', 'ugly', 'ugly', 'actors']","['abey', 'chomu', 'ayushman', 'plays', 'middle', 'class', 'guy', 'fucking', 'comedy', 'film', 'set', 'small', 'town', 'acting', 'maybe', 'ugly', 'ugly', 'actors']",abey chomu ayushman plays middle class guy fucking comedy film set small town acting maybe ugly ugly actors
C10.637,"MODI CLEARLY DECLARED  
EVERY CHILD CAN LISTEN  
CITIZEN OF INDIA ARE ALL ONE  
  
OWAISI AND RAHUL  
CREATING ON PURPOSE,  
AND ARRANGING THSE KIND OF DOGS TO COME ON TV ALL ARE PAID",OAG,NGEN,modi clearly declared every child can listen citizen india are all one owaisi and rahul creating purpose and arranging thse kind dogs come all are paid,"['modi', 'clearly', 'declared', 'every', 'child', 'can', 'listen', 'citizen', 'india', 'are', 'all', 'one', 'owaisi', 'and', 'rahul', 'creating', 'purpose', 'and', 'arranging', 'thse', 'kind', 'dogs', 'come', 'all', 'are', 'paid']","['modi', 'clearly', 'declared', 'every', 'child', 'can', 'listen', 'citizen', 'india', 'are', 'all', 'one', 'owaisi', 'and', 'rahul', 'creating', 'purpose', 'and', 'arranging', 'thse', 'kind', 'dogs', 'come', 'all', 'are', 'paid']",modi clearly declared every child can listen citizen india are all one owaisi and rahul creating purpose and arranging thse kind dogs come all are paid
C4.1289,Next JOKER,NAG,NGEN,next joker,"['next', 'joker']","['next', 'joker']",next joker
C4.434,I'm sure no one likes the movie or the story but the only thing is his acting.,NAG,NGEN,i'm likes movie story acting,"[""i'm"", 'likes', 'movie', 'story', 'acting']","[""i'm"", 'likes', 'movie', 'story', 'acting']",i'm likes movie story acting
C58.12,Too good video .... Best of luck...,NAG,NGEN,too video best luck,"['too', 'video', 'best', 'luck']","['too', 'video', 'best', 'luck']",too video best luck
C9.155,Why Rajdeep can't criticism in arundhuti roy media ka dogalpan.paid Media,OAG,NGEN,why rajdeep criticism arundhuti roy media dogalpanpaid media,"['why', 'rajdeep', 'criticism', 'arundhuti', 'roy', 'media', 'dogalpanpaid', 'media']","['hoy', 'rajdeep', 'criticism', 'arundhati', 'judgment', 'media', 'dogalpanpaid', 'media']",hoy rajdeep criticism arundhati judgment media dogalpanpaid media
C10.190,Actually they are fake person on fake Ideology .,NAG,NGEN,actually fake person fake ideology,"['actually', 'fake', 'person', 'fake', 'ideology']","['actually', 'fake', 'person', 'fake', 'ideology']",actually fake person fake ideology
C10.773.1,"Such people are the other look of the liberal. To hide their millions and
appear savior of the  
masses.",NAG,NGEN,such liberal hide millions savior masses,"['such', 'liberal', 'hide', 'millions', 'savior', 'masses']","['such', 'liberal', 'hide', 'millions', 'savior', 'masses']",such liberal hide millions savior masses
C45.660.1,9382596195,NAG,NGEN,9382596195,['9382596195'],['9382596195'],9382596195
C20.329.2,"@Silly BrawlerYou are such a useless asshole.. Respecting every gender is
something which everyone should follow..but people like you are virus..🖕",OAG,GEN,silly brawleryou useless asshole respecting gender followbut virus,"['silly', 'brawleryou', 'useless', 'asshole', 'respecting', 'gender', 'followbut', 'virus']","['silly', 'brawleryou', 'useless', 'asshole', 'respecting', 'gender', 'followbut', 'virus']",silly brawleryou useless asshole respecting gender followbut virus
C7.338,"Perfect dude.  
But I like your t shirt first.",NAG,NGEN,perfect but shirt,"['perfect', 'but', 'shirt']","['perfect', 'but', 'shirt']",perfect but shirt
C32.106.1,yeah seriously it's totally wrong..,CAG,NGEN,totally wrong,"['totally', 'wrong']","['totally', 'wrong']",totally wrong
C7.406,First time I love ur video nd thought 👌👍 well said 👌,NAG,NGEN,first time love video,"['first', 'time', 'love', 'video']","['first', 'time', 'love', 'video']",first time love video
C45.776,Nicevideo,NAG,NGEN,nicevideo,['nicevideo'],['nicevideo'],nicevideo
C4.1104,"Till now i was appreciating this movie, but now after watching this video i
think that the movie was shit. It was a fucking bad storyline. Thanx Shwetabh
for this video. Also, tou are right that new actors like Ayushmaan Khurana are
much better than these fucking bad ones......",NAG,NGEN,till appreciating movie watching video movie shit fucking storyline thanx shwetabh video also tou actors ayushmaan khurana fucking,"['till', 'appreciating', 'movie', 'watching', 'video', 'movie', 'shit', 'fucking', 'storyline', 'thanx', 'shwetabh', 'video', 'also', 'tou', 'actors', 'ayushmaan', 'khurana', 'fucking']","['till', 'appreciating', 'movie', 'watching', 'video', 'movie', 'shit', 'fucking', 'storyline', 'thanx', 'shwetabh', 'video', 'also', 'tou', 'actors', 'ayushmaan', 'khurana', 'fucking']",till appreciating movie watching video movie shit fucking storyline thanx shwetabh video also tou actors ayushmaan khurana fucking
C38.668,"I don't care if my SON or DAUGHTER is GAY. It would be difficult for me to
understand him but I'll manage. Also if I get BISEXUAL wife then I'll be glad
she won't mind THREESOME. 😁 😁 😁",NAG,GEN,care son daughter gay difficult understand i'll manage also bisexual wife i'll glad mind threesome,"['care', 'son', 'daughter', 'gay', 'difficult', 'understand', ""i'll"", 'manage', 'also', 'bisexual', 'wife', ""i'll"", 'glad', 'mind', 'threesome']","['care', 'son', 'daughter', 'gay', 'difficult', 'understand', ""i'll"", 'manage', 'also', 'bisexual', 'wife', ""i'll"", 'glad', 'mind', 'threesome']",care son daughter gay difficult understand i'll manage also bisexual wife i'll glad mind threesome
C4.2255,FIRST!!,NAG,NGEN,first,['first'],['first'],first
C4.353,"One of the great teacher for all new generation thank u mensutra
If you like him Then like or comment ❤",NAG,NGEN,one great teacher generation mensutra then comment,"['one', 'great', 'teacher', 'generation', 'mensutra', 'then', 'comment']","['one', 'great', 'teacher', 'generation', 'mensutra', 'then', 'comment']",one great teacher generation mensutra then comment
C10.492,"Time has come for total economic boycott of Muslims, don't buy from them,
either goods or services.  
There duality of thoughts and actions should not be overlooked anymore.",OAG,NGEN,time total economic boycott muslims buy goods services there duality thoughts actions overlooked anymore,"['time', 'total', 'economic', 'boycott', 'muslims', 'buy', 'goods', 'services', 'there', 'duality', 'thoughts', 'actions', 'overlooked', 'anymore']","['time', 'total', 'economic', 'boycott', 'muslims', 'buy', 'goods', 'services', 'there', 'duality', 'thoughts', 'actions', 'overlooked', 'anymore']",time total economic boycott muslims buy goods services there duality thoughts actions overlooked anymore
